# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-18 14:21:18 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11179000 ALAMEDA C NR NILES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11179000
#            TS   parameter     statistic     Description
#          9028       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9029       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9030       00010     00008     Temperature, water, degrees Celsius (Median)
#          9031       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#          9032       00060     00003     Discharge, cubic feet per second (Mean)
#          9033       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#          9034       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#          9038       80225     00003     Bedload sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9028_00010_00001	9028_00010_00001_cd	9029_00010_00002	9029_00010_00002_cd	9030_00010_00008	9030_00010_00008_cd	9031_00010_00011	9031_00010_00011_cd	9032_00060_00003	9032_00060_00003_cd	9033_80154_00003	9033_80154_00003_cd	9034_80155_00003	9034_80155_00003_cd	9038_80225_00003	9038_80225_00003_cd
USGS	11179000	2012-11-09	13.6	A	12.1	A	12.5	A			43	A	152	A	23	A	0.00	A:e
USGS	11179000	2012-11-10	12.5	A	10.3	A	11.5	A			29	A	80	A	7.1	A	0.00	A:e
USGS	11179000	2012-11-11	11.5	A	9.8	A	10.7	A			26	A	41	A	2.9	A	0.00	A:e
USGS	11179000	2012-11-12	11.2	A	9.3	A	10.3	A			24	A	29	A	1.9	A	0.00	A:e
USGS	11179000	2012-11-13	11.6	A	9.6	A	10.6	A			23	A	17	A	1.1	A	0.00	A:e
USGS	11179000	2012-11-14	14.0	A	10.4	A	11.8	A			14	A	10	A	0.38	A	0.00	A:e
USGS	11179000	2012-11-15	12.8	A	10.2	A	11.6	A			13	A	9	A	0.30	A	0.00	A:e
USGS	11179000	2012-11-16	13.0	A	11.1	A	12.4	A			11	A	8	A	0.25	A	0.00	A:e
USGS	11179000	2012-11-17	14.5	A	13.0	A	13.6	A			50	A	91	A	24	A	0.00	A:e
USGS	11179000	2012-11-18	14.5	A	13.4	A	13.8	A			244	A	446	A	461	A	26	A:e
USGS	11179000	2012-11-19	14.1	A	12.8	A	13.5	A			51	A	98	A	16	A	0.00	A:e
USGS	11179000	2012-11-20	14.4	A	12.7	A	13.8	A			21	A	27	A	1.6	A	0.00	A:e
USGS	11179000	2012-11-21	15.6	A	14.1	A	14.6	A			137	A	143	A	91	A	1.2	A:e
USGS	11179000	2012-11-22	14.4	A	12.5	A	13.2	A			59	A	61	A	11	A	0.00	A:e
USGS	11179000	2012-11-23	12.7	A	10.4	A	11.9	A			31	A	19	A	1.6	A	0.00	A:e
USGS	11179000	2012-11-24	12.2	A	10.3	A	11.5	A			28	A	15	A	1.1	A	0.00	A:e
USGS	11179000	2012-11-25	11.9	A	10.4	A	11.1	A			30	A	15	A	1.2	A	0.00	A:e
USGS	11179000	2012-11-26	11.4	A	9.7	A	10.7	A			27	A	14	A	1.1	A	0.00	A:e
USGS	11179000	2012-11-27	12.1	A	10.4	A	11.5	A			24	A	14	A	0.93	A	0.00	A:e
USGS	11179000	2012-11-28	13.8	A	11.6	A	12.1	A			226	A	316	A	677	A	85	A:e
USGS	11179000	2012-11-29	13.4	A	12.6	A	13.0	A			92	A	186	A	70	A	0.00	A:e
USGS	11179000	2012-11-30	14.7	A	13.4	A	14.4	A			1480	A	984	A	6060	A	1240	A:e
USGS	11179000	2012-12-01	15.0	A	14.2	A	14.5	A			305	A	352	A	403	A	30	A:e
USGS	11179000	2012-12-02	15.0	A	13.3	A	14.7	A			2390	A	2060	A	19100	A	1940	A:e
USGS	11179000	2012-12-03	13.3	A	11.9	A	12.8	A			405	A	701	A	1080	A	73	A:e
USGS	11179000	2012-12-04	13.6	A	12.5	A	12.9	A			116	A	74	A	25	A	0.00	A:e
USGS	11179000	2012-12-05	15.1	A	13.5	A	14.5	A			405	A	508	A	1060	A	137	A:e
USGS	11179000	2012-12-06	15.0	A	13.9	A	14.7	A			176	A	220	A	122	A	0.53	A:e
USGS	11179000	2012-12-07	13.9	A	12.3	A	12.9	A			84	A	51	A	12	A	0.00	A:e
USGS	11179000	2012-12-08	12.3	A	10.7	A	11.6	A			58	A	30	A	4.7	A	0.00	A:e
USGS	11179000	2012-12-09	12.2	A	10.2	A	11.2	A			49	A	23	A	3.1	A	0.00	A:e
USGS	11179000	2012-12-10	12.5	A	10.4	A	11.4	A			42	A	17	A	2.0	A	0.00	A:e
USGS	11179000	2012-12-11	11.4	A	9.8	A	11.2	A			30	A	12	A	0.97	A	0.00	A:e
USGS	11179000	2012-12-12	12.3	A	10.5	A	11.5	A			30	A	14	A	1.2	A	0.00	A:e
USGS	11179000	2012-12-13	10.6	A	8.9	A	9.7	A			29	A	22	A	1.7	A	0.00	A:e
USGS	11179000	2012-12-14	9.6	A	8.3	A	9.0	A			36	A	17	A	1.6	A	0.00	A:e
USGS	11179000	2012-12-15	9.0	A	7.4	A	8.3	A			35	A	10	A	0.97	A	0.00	A:e
USGS	11179000	2012-12-16	10.9	A	8.8	A	9.6	A			68	A	87	A	17	A	0.00	A:e
USGS	11179000	2012-12-17	12.4	A	10.9	A	11.6	A			84	A	98	A	31	A	0.00	A:e
USGS	11179000	2012-12-18	11.8	A	8.7	A	10.1	A			50	A	39	A	6.5	A	0.00	A:e
USGS	11179000	2012-12-19	8.7	A	6.9	A	7.7	A			26	A	18	A	1.3	A	0.00	A:e
USGS	11179000	2012-12-20	8.1	A	6.0	A	6.9	A			23	A	13	A	0.78	A	0.00	A:e
USGS	11179000	2012-12-21	9.8	A	6.8	A	8.0	A			30	A	14	A	1.7	A	0.00	A:e
USGS	11179000	2012-12-22	10.7	A	9.2	A	10.4	A			729	A	847	A	2500	A	393	A:e
USGS	11179000	2012-12-23	11.2	A	9.8	A	10.1	A			1750	A	1580	A	17200	A	1370	A:e
USGS	11179000	2012-12-24	10.2	A	9.4	A	10.0	A			1710	A	2680	A	15900	A	1300	A:e
USGS	11179000	2012-12-25	9.6	A	8.8	A	9.2	A			453	A	1240	A	1560	A	78	A:e
USGS	11179000	2012-12-26	9.9	A	9.2	A	9.4	A			787	A	478	A	1130	A	315	A:e
USGS	11179000	2012-12-27	10.0	A	8.7	A	9.1	A			404	A	114	A	130	A	38	A:e
USGS	11179000	2012-12-28	9.0	A	8.0	A	8.7	A			295	A	74	A	59	A	4.4	A:e
USGS	11179000	2012-12-29	9.9	A	8.7	A	8.9	A			290	A	70	A	55	A	3.8	A:e
USGS	11179000	2012-12-30	9.4	A	7.9	A	8.4	A			267	A	63	A	45	A	1.1	A:e
USGS	11179000	2012-12-31	9.1	A	7.3	A	8.0	A			245	A	55	A	36	A	0.00	A:e
USGS	11179000	2013-01-01	9.0	A	7.5	A	7.9	A			231	A	47	A	29	A	0.00	A:e
USGS	11179000	2013-01-02	8.9	A	6.9	A	7.8	A			223	A	39	A	23	A	0.00	A:e
USGS	11179000	2013-01-03	9.1	A	6.8	A	7.7	A			205	A	31	A	17	A	0.00	A:e
USGS	11179000	2013-01-04	9.2	A	7.0	A	8.0	A			208	A	29	A	16	A	0.00	A:e
USGS	11179000	2013-01-05	9.5	A	7.3	A	8.1	A			209	A	30	A	17	A	0.00	A:e
USGS	11179000	2013-01-06	9.5	A	8.4	A	9.1	A			287	A	87	A	72	A	4.3	A:e
USGS	11179000	2013-01-07	9.8	A	7.7	A	8.3	A			228	A	43	A	26	A	0.00	A:e
USGS	11179000	2013-01-08	10.0	A	8.1	A	8.8	A			204	A	43	A	24	A	0.00	A:e
USGS	11179000	2013-01-09	9.6	A	7.9	A	8.8	A			201	A	26	A	14	A	0.00	A:e
USGS	11179000	2013-01-10	9.1	A	7.4	A	8.2	A			198	A	25	A	13	A	0.00	A:e
USGS	11179000	2013-01-11	8.8	A	6.6	A	7.7	A			184	A	32	A	16	A	0.00	A:e
USGS	11179000	2013-01-12	8.3	A	6.6	A	7.7	A			193	A	28	A	15	A	0.00	A:e
USGS	11179000	2013-01-13	7.7	A	5.8	A	6.8	A			196	A	25	A	13	A	0.00	A:e
USGS	11179000	2013-01-14	7.8	A	5.8	A	6.4	A			188	A	21	A	11	A	0.00	A:e
USGS	11179000	2013-01-15	7.9	A	5.6	A	6.3	A			153	A	17	A	7.2	A	0.00	A:e
USGS	11179000	2013-01-16	8.0	A	5.7	A	7.0	A			138	A	17	A	6.2	A	0.00	A:e
USGS	11179000	2013-01-17	8.3	A	5.7	A	6.8	A			111	A	16	A	4.8	A	0.00	A:e
USGS	11179000	2013-01-18	8.2	A	6.0	A	7.5	A			99	A	15	A	4.0	A	0.00	A:e
USGS	11179000	2013-01-19	8.3	A	6.0	A	7.6	A			60	A	14	A	2.2	A	0.00	A:e
USGS	11179000	2013-01-20	8.3	A	6.1	A	7.4	A			57	A	12	A	1.9	A	0.00	A:e
USGS	11179000	2013-01-21	8.0	A	5.9	A	7.5	A			62	A	11	A	1.9	A	0.00	A:e
USGS	11179000	2013-01-22	8.5	A	6.4	A	7.8	A			55	A	10	A	1.5	A	0.00	A:e
USGS	11179000	2013-01-23	9.0	A	8.2	A	8.6	A			57	A	9	A	1.3	A	0.00	A:e
USGS	11179000	2013-01-24	10.1	A	9.0	A	9.5	A			62	A	10	A	1.7	A	0.00	A:e
USGS	11179000	2013-01-25	12.1	A	9.9	A					149	A	212	A	100	A	0.20	A:e
USGS	11179000	2013-01-26	12.2	A	10.5	A	11.0	A			74	A	42	A	8.6	A	0.00	A:e
USGS	11179000	2013-01-27	10.5	A	8.4	A	9.5	A			63	A	19	A	3.3	A	0.00	A:e
USGS	11179000	2013-01-28	9.8	A	7.5	A	8.8	A			56	A	12	A	1.8	A	0.00	A:e
USGS	11179000	2013-01-29	10.1	A	8.2	A	8.9	A			37	A	7	A	0.69	A	0.00	A:e
USGS	11179000	2013-01-30	10.9	A	8.2	A	8.9	A			40	A	7	A	0.78	A	0.00	A:e
USGS	11179000	2013-01-31	10.6	A	7.9	A	9.2	A			33	A	8	A	0.68	A	0.00	A:e
USGS	11179000	2013-02-01	11.0	A	8.2	A	9.8	A			28	A	8	A	0.60	A	0.00	A:e
USGS	11179000	2013-02-02	11.6	A	9.3	A	10.1	A			24	A	10	A	0.68	A	0.00	A:e
USGS	11179000	2013-02-03	12.2	A	10.1	A	10.6	A			33	A	13	A	1.1	A	0.00	A:e
USGS	11179000	2013-02-04	11.3	A	8.6	A	10.1	A			32	A	15	A	1.3	A	0.00	A:e
USGS	11179000	2013-02-05	11.1	A	10.2	A	10.4	A			27	A	18	A	1.3	A	0.00	A:e
USGS	11179000	2013-02-06	11.7	A	9.2	A	10.5	A			22	A	19	A	1.2	A	0.00	A:e
USGS	11179000	2013-02-07	11.4	A	9.0	A	9.7	A			25	A	21	A	1.4	A	0.00	A:e
USGS	11179000	2013-02-08	10.5	A	8.8	A	9.2	A			27	A	32	A	2.4	A	0.00	A:e
USGS	11179000	2013-02-09	9.8	A	6.8	A	8.4	A			31	A	28	A	2.4	A	0.00	A:e
USGS	11179000	2013-02-10	9.8	A	6.4	A	8.3	A			29	A	24	A	1.9	A	0.00	A:e
USGS	11179000	2013-02-11	10.1	A	6.9	A	8.5	A			27	A	21	A	1.5	A	0.00	A:e
USGS	11179000	2013-02-12	10.7	A	7.1	A	8.5	A			17	A	17	A	0.78	A	0.00	A:e
USGS	11179000	2013-02-13	10.8	A	7.2	A	8.8	A			21	A	14	A	0.79	A	0.00	A:e
USGS	11179000	2013-02-14	11.6	A	8.2	A	9.3	A			23	A	15	A	0.97	A	0.00	A:e
USGS	11179000	2013-02-15	12.4	A	9.0	A	10.2	A			23	A	18	A	1.1	A	0.00	A:e
USGS	11179000	2013-02-16	12.3	A	9.5	A	10.8	A			27	A	20	A	1.4	A	0.00	A:e
USGS	11179000	2013-02-17	13.9	A	10.2	A	11.3	A			17	A	22	A	1.0	A	0.00	A:e
USGS	11179000	2013-02-18	11.2	A	9.6	A	10.3	A			29	A	25	A	1.9	A	0.00	A:e
USGS	11179000	2013-02-19	10.2	A	8.9	A	9.5	A			131	A	176	A	152	A	6.0	A:e
USGS	11179000	2013-02-20	10.5	A	7.1	A	8.7	A			86	A	141	A	45	A	0.00	A:e
USGS	11179000	2013-02-21	11.6	A	8.0	A	9.6	A			29	A	18	A	1.5	A	0.00	A:e
USGS	11179000	2013-02-22	11.6	A	8.0	A	9.6	A			26	A	11	A	0.74	A	0.00	A:e
USGS	11179000	2013-02-23	13.1	A	9.9	A	11.1	A			33	A	9	A	0.85	A	0.00	A:e
USGS	11179000	2013-02-24	12.2	A	8.4	A	10.6	A			33	A	10	A	0.86	A	0.00	A:e
USGS	11179000	2013-02-25	12.3	A	8.0	A	10.4	A			31	A	11	A	0.90	A	0.00	A:e
USGS	11179000	2013-02-26	12.7	A	8.7	A	10.6	A			20	A	12	A	0.61	A	0.00	A:e
USGS	11179000	2013-02-27	12.7	A	8.7	A	10.4	A			30	A	8	A	0.67	A	0.00	A:e
USGS	11179000	2013-02-28	14.3	A	9.8	A	11.5	A			30	A	6	A	0.47	A	0.00	A:e
USGS	11179000	2013-03-01	15.1	A	10.9	A	12.5	A			30	A	17	A	1.4	A	0.00	A:e
USGS	11179000	2013-03-02	15.1	A	11.8	A	13.8	A			32	A	14	A	1.2	A	0.00	A:e
USGS	11179000	2013-03-03	16.2	A	13.2	A	14.5	A			31	A	8	A	0.70	A	0.00	A:e
USGS	11179000	2013-03-04	14.9	A	12.5	A	13.6	A			29	A	7	A	0.52	A	0.00	A:e
USGS	11179000	2013-03-05	15.0	A	11.4	A	12.6	A			18	A	6	A	0.30	A	0.00	A:e
USGS	11179000	2013-03-06	13.1	A	11.4	A	12.0	A			44	A	15	A	2.2	A	0.00	A:e
USGS	11179000	2013-03-07	12.7	A	9.6	A	11.3	A			28	A	10	A	0.78	A	0.00	A:e
USGS	11179000	2013-03-08	14.3	A	10.9	A	12.4	A			37	A	15	A	1.5	A	0.00	A:e
USGS	11179000	2013-03-09	15.7	A	11.4	A	12.9	A			32	A	19	A	1.7	A	0.00	A:e
USGS	11179000	2013-03-10	15.3	A	10.5	A	12.9	A			30	A	22	A	1.8	A	0.00	A:e
USGS	11179000	2013-03-11	15.7	A	10.7	A	13.3	A			28	A	25	A	1.9	A	0.00	A:e
USGS	11179000	2013-03-12	16.9	A	12.1	A	13.9	A			18	A	27	A	1.3	A	0.00	A:e
USGS	11179000	2013-03-13	17.9	A	12.6	A	14.7	A			19	A	26	A	1.3	A	0.00	A:e
USGS	11179000	2013-03-14	17.4	A	14.2	A	15.7	A			24	A	24	A	1.6	A	0.00	A:e
USGS	11179000	2013-03-15	16.4	A	13.4	A	15.2	A			26	A	21	A	1.5	A	0.00	A:e
USGS	11179000	2013-03-16	17.6	A	13.4	A	15.1	A			31	A	20	A	1.7	A	0.00	A:e
USGS	11179000	2013-03-17	17.3	A	12.8	A	15.2	A			30	A	19	A	1.5	A	0.00	A:e
USGS	11179000	2013-03-18	15.6	A	12.4	A	14.6	A			28	A	18	A	1.3	A	0.00	A:e
USGS	11179000	2013-03-19	15.9	A	12.9	A	14.5	A			18	A	17	A	0.79	A	0.00	A:e
USGS	11179000	2013-03-20	15.9	A	13.6	A	14.6	A			24	A	15	A	0.97	A	0.00	A:e
USGS	11179000	2013-03-21	17.5	A	13.4	A	15.2	A			28	A	14	A	1.1	A	0.00	A:e
USGS	11179000	2013-03-22	16.3	A	12.2	A	14.5	A			26	A	16	A	1.1	A	0.00	A:e
USGS	11179000	2013-03-23	15.8	A	11.5	A	13.8	A			30	A	17	A	1.4	A	0.00	A:e
USGS	11179000	2013-03-24	17.0	A	11.7	A	14.1	A			31	A	19	A	1.6	A	0.00	A:e
USGS	11179000	2013-03-25	16.4	A	12.4	A	14.9	A			35	A	21	A	1.9	A	0.00	A:e
USGS	11179000	2013-03-26	17.4	A	12.9	A	14.7	A			42	A	22	A	2.5	A	0.00	A:e
USGS	11179000	2013-03-27	17.6	A	13.5	A	15.6	A			60	A	24	A	3.9	A	0.00	A:e
USGS	11179000	2013-03-28	19.0	A	15.2	A	16.6	A			60	A	24	A	3.9	A	0.00	A:e
USGS	11179000	2013-03-29	19.4	A	14.6	A	17.0	A			57	A	21	A	3.3	A	0.00	A:e
USGS	11179000	2013-03-30	19.5	A	16.0	A	18.0	A			45	A	18	A	2.2	A	0.00	A:e
USGS	11179000	2013-03-31	18.3	A	15.6	A	17.5	A			43	A	15	A	1.7	A	0.00	A:e
USGS	11179000	2013-04-01	18.8	A	15.6	A	17.1	A			59	A	41	A	6.9	A	0.00	A:e
USGS	11179000	2013-04-02	19.2	A	15.0	A	17.1	A			30	A	18	A	1.5	A	0.00	A:e
USGS	11179000	2013-04-03	19.9	A	15.3	A	17.2	A			28	A	13	A	0.95	A	0.00	A:e
USGS	11179000	2013-04-04	18.4	A	16.1	A	17.6	A			68	A	56	A	16	A	0.00	A:e
USGS	11179000	2013-04-05	18.7	A	16.3	A	17.0	A			52	A	35	A	5.4	A	0.00	A:e
USGS	11179000	2013-04-06	17.4	A	15.5	A	16.6	A			32	A	23	A	2.0	A	0.00	A:e
USGS	11179000	2013-04-07	17.8	A	15.4	A	16.4	A			28	A	20	A	1.5	A	0.00	A:e
USGS	11179000	2013-04-08	17.5	A	14.0	A	15.8	A			92	A	128	A	51	A	0.00	A:e
USGS	11179000	2013-04-09	18.7	A	13.3	A	15.6	A			31	A	26	A	2.3	A	0.00	A:e
USGS	11179000	2013-04-10	20.0	A	14.3	A	16.6	A			21	A	24	A	1.3	A	0.00	A:e
USGS	11179000	2013-04-11	20.0	A	15.8	A	17.6	A			18	A	24	A	1.2	A	0.00	A:e
USGS	11179000	2013-04-12	19.9	A	14.2	A	16.8	A			17	A	25	A	1.1	A	0.00	A:e
USGS	11179000	2013-04-13	19.3	A	14.7	A	16.9	A			16	A	27	A	1.1	A	0.00	A:e
USGS	11179000	2013-04-14	18.7	A	13.5	A	16.2	A			16	A	34	A	1.4	A	0.00	A:e
USGS	11179000	2013-04-15	18.1	A	14.2	A	15.7	A			16	A	42	A	1.8	A	0.00	A:e
USGS	11179000	2013-04-16	18.0	A	12.1	A	14.8	A			15	A	50	A	2.0	A	0.00	A:e
USGS	11179000	2013-04-17	18.8	A	13.1	A	15.5	A			13	A	58	A	2.0	A	0.00	A:e
USGS	11179000	2013-04-18	19.3	A	13.1	A	15.8	A			13	A	58	A	2.1	A	0.00	A:e
USGS	11179000	2013-04-19	20.6	A	14.0	A	16.6	A			14	A	56	A	2.1	A	0.00	A:e
USGS	11179000	2013-04-20	21.0	A	15.1	A	17.9	A			14	A	54	A	2.0	A	0.00	A:e
USGS	11179000	2013-04-21	22.0	A	15.3	A	18.1	A			13	A	52	A	1.9	A	0.00	A:e
USGS	11179000	2013-04-22	23.0	A	16.5	A	19.2	A			12	A	49	A	1.6	A	0.00	A:e
USGS	11179000	2013-04-23	22.5	A	16.5	A	19.4	A			12	A	45	A	1.5	A	0.00	A:e
USGS	11179000	2013-04-24	21.3	A	15.8	A	18.4	A			13	A	40	A	1.4	A	0.00	A:e
USGS	11179000	2013-04-25	21.7	A	16.2	A	18.2	A			12	A	35	A	1.2	A	0.00	A:e
USGS	11179000	2013-04-26	22.1	A	16.4	A	18.3	A			13	A	31	A	1.1	A	0.00	A:e
USGS	11179000	2013-04-27	21.7	A	15.9	A	18.2	A			14	A	26	A	0.96	A	0.00	A:e
USGS	11179000	2013-04-28	22.0	A	15.7	A	18.5	A			21	A	26	A	1.5	A	0.00	A:e
USGS	11179000	2013-04-29	23.2	A	18.5	A	20.3	A			24	A	26	A	1.7	A	0.00	A:e
USGS	11179000	2013-04-30	23.9	A	17.9	A	20.5	A			13	A	27	A	0.93	A	0.00	A:e
USGS	11179000	2013-05-01	23.1	A	16.6	A	19.9	A			12	A						
USGS	11179000	2013-05-02	23.6	A	17.0	A	20.1	A			12	A						
USGS	11179000	2013-05-03	22.9	A	17.3	A	19.9	A			18	A						
USGS	11179000	2013-05-04	23.3	A	18.1	A	20.5	A			22	A						
USGS	11179000	2013-05-05	20.9	A	17.4	A	19.1	A			22	A						
USGS	11179000	2013-05-06	19.5	A	17.2	A	18.2	A			21	A						
USGS	11179000	2013-05-07	22.1	A	17.0	A	18.8	A			30	A						
USGS	11179000	2013-05-08	21.1	A	16.9	A	18.9	A			20	A						
USGS	11179000	2013-05-09	21.2	A	16.6	A	18.5	A			19	A						
USGS	11179000	2013-05-10	21.6	A	16.8	A	18.6	A			25	A						
USGS	11179000	2013-05-11	23.3	A	17.2	A	19.4	A			27	A						
USGS	11179000	2013-05-12	23.9	A	18.5	A	21.1	A			27	A						
USGS	11179000	2013-05-13	23.4	A	18.2	A	21.0	A			24	A						
USGS	11179000	2013-05-14	23.5	A	17.9	A	20.1	A			14	A						
USGS	11179000	2013-05-15	21.4	A	16.5	A	18.7	A			12	A						
USGS	11179000	2013-05-16	20.9	A	16.6	A	17.9	A			13	A						
USGS	11179000	2013-05-17	21.1	A	16.4	A	18.1	A			25	A						
USGS	11179000	2013-05-18	21.7	A	16.2	A	18.3	A			22	A						
USGS	11179000	2013-05-19	23.2	A	17.1	A	19.4	A			18	A						
USGS	11179000	2013-05-20	24.8	A	17.1	A	20.3	A			11	A						
USGS	11179000	2013-05-21	22.6	A	17.5	A	19.4	A			12	A						
USGS	11179000	2013-05-22	21.4	A	15.2	A	17.8	A			10	A						
USGS	11179000	2013-05-23	21.7	A	15.4	A	17.4	A			11	A						
USGS	11179000	2013-05-24	22.1	A	15.0	A	17.9	A			13	A						
USGS	11179000	2013-05-25	20.6	A	15.9	A	18.0	A			26	A						
USGS	11179000	2013-05-26	21.5	A	16.8	A	18.2	A			25	A						
USGS	11179000	2013-05-27	19.4	A	17.3	A	17.8	A			24	A						
USGS	11179000	2013-05-28	21.1	A	17.3	A	17.8	A			23	A						
USGS	11179000	2013-05-29	21.7	A	17.3	A	18.9	A			14	A						
USGS	11179000	2013-05-30	22.0	A	16.0	A	18.7	A			22	A						
USGS	11179000	2013-05-31	23.2	A	16.9	A	19.4	A			26	A						
USGS	11179000	2013-06-01	25.5	A	18.5	A	21.2	A			17	A						
USGS	11179000	2013-06-02	24.4	A	19.3	A	21.9	A			26	A						
USGS	11179000	2013-06-03	23.9	A	18.9	A	21.5	A			24	A						
USGS	11179000	2013-06-04	24.2	A	18.6	A	20.9	A			13	A						
USGS	11179000	2013-06-05	24.5	A	18.2	A	20.4	A			11	A						
USGS	11179000	2013-06-06	25.1	A	18.3	A	20.6	A			12	A						
USGS	11179000	2013-06-07	25.4	A	19.1	A	21.4	A			25	A						
USGS	11179000	2013-06-08	26.3	A	20.8	A	23.3	A			25	A						
USGS	11179000	2013-06-09	24.1	A	20.9	A	22.8	A			24	A						
USGS	11179000	2013-06-10	22.8	A	19.4	A	21.1	A			22	A						
USGS	11179000	2013-06-11	24.1	A	18.8	A	20.8	A			12	A						
USGS	11179000	2013-06-12	24.5	A	17.8	A	20.6	A			11	A						
USGS	11179000	2013-06-13	24.1	A	17.1	A	20.2	A			12	A						
USGS	11179000	2013-06-14	23.9	A	17.4	A	20.3	A			13	A						
USGS	11179000	2013-06-15	23.7	A	17.8	A	20.8	A			15	A						
USGS	11179000	2013-06-16	23.4	A	17.6	A	20.4	A			22	A						
USGS	11179000	2013-06-17	23.1	A	18.6	A	20.8	A			23	A						
USGS	11179000	2013-06-18	23.3	A	18.2	A	20.3	A			12	A						
USGS	11179000	2013-06-19	23.5	A	17.7	A	19.9	A			15	A						
USGS	11179000	2013-06-20	23.3	A	17.3	A	20.3	A			19	A						
USGS	11179000	2013-06-21	23.6	A	17.5	A	20.1	A			21	A						
USGS	11179000	2013-06-22	24.2	A	18.2	A	20.9	A			22	A						
USGS	11179000	2013-06-23	21.6	A	19.0	A	20.0	A			20	A						
USGS	11179000	2013-06-24	20.2	A	19.0	A	19.5	A			21	A						
USGS	11179000	2013-06-25	21.9	A	19.2	A	19.7	A			27	A						
USGS	11179000	2013-06-26	25.9	A	20.3	A	22.0	A			27	A						
USGS	11179000	2013-06-27	26.3	A	20.5	A	23.2	A			33	A						
USGS	11179000	2013-06-28	27.4	A	21.3	A	24.1	A			23	A						
USGS	11179000	2013-06-29	27.9	A	22.1	A	24.8	A			27	A						
USGS	11179000	2013-06-30	27.4	A	22.2	A	25.0	A			29	A						
USGS	11179000	2013-07-01	27.1	A	21.4	A	24.3	A			27	A						
USGS	11179000	2013-07-02	28.1	A	22.9	A	25.2	A			23	A						
USGS	11179000	2013-07-03	28.2	A	22.1	A	24.9	A			14	A						
USGS	11179000	2013-07-04	28.2	A	22.8	A	25.3	A			19	A						
USGS	11179000	2013-07-05	25.4	A	21.1	A	23.3	A			23	A						
USGS	11179000	2013-07-06	25.2	A	19.8	A	22.1	A			17	A						
USGS	11179000	2013-07-07	25.5	A	19.8	A	22.1	A			29	A						
USGS	11179000	2013-07-08	25.9	A	20.3	A	22.8	A			28	A						
USGS	11179000	2013-07-09	26.4	A	20.4	A	23.2	A			19	A						
USGS	11179000	2013-07-10	25.4	A	20.7	A	23.3	A			19	A						
USGS	11179000	2013-07-11	25.3	A	20.0	A	22.3	A			16	A						
USGS	11179000	2013-07-12	25.1	A	19.5	A	22.0	A			17	A						
USGS	11179000	2013-07-13	25.3	A	18.8	A	21.8	A			18	A						
USGS	11179000	2013-07-14	25.0	A	19.7	A	22.1	A			26	A						
USGS	11179000	2013-07-15	24.3	A	19.6	A	21.7	A			26	A						
USGS	11179000	2013-07-16	24.2	A	19.5	A	21.3	A			17	A						
USGS	11179000	2013-07-17	24.8	A	19.3	A	21.3	A			17	A						
USGS	11179000	2013-07-18	25.2	A	19.2	A	21.7	A			18	A						
USGS	11179000	2013-07-19	25.1	A	19.5	A	21.9	A			21	A						
USGS	11179000	2013-07-20	25.2	A	20.0	A	22.1	A			25	A						
USGS	11179000	2013-07-21	25.3	A	20.0	A	22.3	A			29	A						
USGS	11179000	2013-07-22	23.5	A	20.5	A	22.5	A			30	A						
USGS	11179000	2013-07-23	24.8	A	20.6	A	22.3	A			20	A						
USGS	11179000	2013-07-24	25.7	A	20.3	A	22.6	A			19	A						
USGS	11179000	2013-07-25	25.3	A	20.1	A	22.7	A			29	A						
USGS	11179000	2013-07-26	25.6	A	20.4	A	22.8	A			23	A						
USGS	11179000	2013-07-27	25.5	A	20.5	A	22.5	A			30	A						
USGS	11179000	2013-07-28	25.2	A	20.4	A	22.7	A			32	A						
USGS	11179000	2013-07-29	23.9	A	19.6	A	22.0	A			33	A						
USGS	11179000	2013-07-30	24.5	A	19.7	A	21.5	A			22	A						
USGS	11179000	2013-07-31	24.5	A	19.6	A	21.5	A			20	A						
USGS	11179000	2013-08-01	23.6	A	18.7	A	21.0	A			21	A						
USGS	11179000	2013-08-02	23.8	A	18.1	A	20.6	A			22	A						
USGS	11179000	2013-08-03	23.9	A	18.7	A	20.8	A			27	A						
USGS	11179000	2013-08-04	23.8	A	19.4	A	21.3	A			27	A						
